,Stage3,"(0, '15,069 < 30,138 ft2 (1,400 < 2,800 m2)')","(0, '3,013 < 15,069 ft2 (280 < 1,400 m2)')","(0, '30,138 ft2 > (2,800 m2)')","(0, '< 3,013 ft2 (280m2)')",FoodPTt,FoodPT15n,FoodPT30n,FoodPT15pct,FoodPT30pct,FoodCyct,FoodCyc15n,FoodCyc30n,FoodCyc45n,FoodCyc60n,FoodCyc15pct,FoodCyc30pct,FoodCyc45pct,FoodCyc60pct,FoodCart,FoodCar15n,NUMPOINTS,PointsDens,NearestDist_mean,NearestDist_median,NUMPOINTS(500m)_mean,NUMPOINTS(500m)_median,NUMPOINT(1km)_mean,NUMPOINT(1km)_median,NUMPOINT(2km)_mean,NUMPOINT(2km)_median,0-18,19-34,35-49,50-64,65+,Total_pop,IMD - Average rank ,IMD - Rank of average rank ,IMD - Average score ,IMD - Rank of average score ,IMD - Proportion of LSOAs in most deprived 10% nationally ,IMD - Rank of proportion of LSOAs in most deprived 10% nationally ,IMD 2019 - Extent ,IMD 2019 - Rank of extent ,IMD 2019 - Local concentration ,IMD 2019 - Rank of local concentration ,Income - Average rank,Income - Rank of average rank,Income - Average score,Income - Rank of average score,Income - Proportion of LSOAs in most deprived 10% nationally,Income - Rank of Proportion of LSOAs in most deprived 10% nationally,Income - Scale,Income - Rank of scale,Employment - Average rank,Employment - Rank of average rank,Employment - Average score,Employment - Rank of average score,Employment - Proportion of LSOAs in most deprived 10% nationally,Employment - Rank of proportion of LSOAs in most deprived 10% nationally,Employment - Scale,Employment - Rank of scale,"Education, Skills and Training - Average rank","Education, Skills and Training - Rank of average rank","Education, Skills and Training - Average score","Education, Skills and Training - Rank of average score","Education, Skills and Training - Proportion of LSOAs in most deprived 10% nationally","Education, Skills and Training - Rank of proportion of LSOAs in most deprived 10% nationally",Health Deprivation and Disability - Average rank,Health Deprivation and Disability - Rank of average rank,Health Deprivation and Disability - Average score,Health Deprivation and Disability - Rank of average score,Health Deprivation and Disability - Proportion of LSOAs in most deprived 10% nationally,Health Deprivation and Disability - Rank of proportion of LSOAs in most deprived 10% nationally,Crime - Average rank,Crime - Rank of average rank,Crime - Average score,Crime - Rank of average score,Crime - Proportion of LSOAs in most deprived 10% nationally,Crime - Rank of proportion of LSOAs in most deprived 10% nationally,Barriers to Housing and Services - Average rank,Barriers to Housing and Services - Rank of average rank,Barriers to Housing and Services - Average score,Barriers to Housing and Services - Rank of average score,Barriers to Housing and Services - Proportion of LSOAs in most deprived 10% nationally,Barriers to Housing and Services - Rank of proportion of LSOAs in most deprived 10% nationally,Living Environment - Average rank,Living Environment - Rank of average rank,Living Environment - Average score,Living Environment - Rank of average score,Living Environment - Proportion of LSOAs in most deprived 10% nationally,Living Environment - Rank of proportion of LSOAs in most deprived 10% nationally,Cars: No cars or vans in household; measures: Value,Cars: 1 car or van in household; measures: Value,Cars: 2 cars or vans in household; measures: Value,Cars: 3 cars or vans in household; measures: Value,Cars: 4 or more cars or vans in household; measures: Value,Total_car,WA_HubDist,WA_NUMPOINTS(500m),WA_NUMPOINTS(1km),WA_NUMPOINTS(2km),pop_den,NNI,z.score,p,expected.mean.distance,observed.mean.distance,Employee,employee/pop
IMD 2019 - Rank of extent ,-0.225019451,0.335417247,-0.073999903,-0.090166778,-0.053013168,0.287620353,-0.27775003,-0.077372347,-0.323357841,-0.08912339,0.28614333,-0.287170686,-0.167655345,-0.151069043,-0.151069043,-0.066534348,-0.151069043,-0.151069043,-0.151069043,0.219496114,0.112062281,-0.079117083,0.008250088,0.168667059,0.171644441,0.005880488,0.020640864,0.011809404,0.032263912,-0.066940789,-0.016937571,-0.213292045,-0.47773457,0.12294058,0.578021103,0.66080668,-0.307531496,-0.944058836,0.936210654,-0.96569076,0.961759934,-0.443650008,0.742149455,-0.95018032,1,-0.90252851,0.930510661,-0.884231354,0.863404543,-0.786903562,0.918185149,-0.65868213,0.81900268,-0.762024948,0.667095097,-0.931297982,0.933105245,9.62E-17,0.953753384,-0.164976654,0.460733533,-0.762437745,0.671617895,-0.631249917,0.578464802,-0.618327534,0.578511734,,-0.022471849,-0.814841288,0.807674292,-0.770655354,0.774231447,,0.510778255,-0.749594335,0.779322179,-0.66937525,0.769630941,-0.684651601,0.835019103,-0.660870215,0.554608731,-0.648066103,0.544171072,-0.53280714,0.431078731,-0.475661656,0.4616922,-0.451559712,0.464842154,-0.301587403,0.50729128,-0.560459358,0.476046372,0.584360842,0.553700278,0.535544065,0.294738644,0.177137196,-0.003894706,0.008411284,-0.072628159,-0.586498884,-0.073027995,-0.076134842,-0.154404841,0.179954583,0.097105681,-0.02444682,0.217103841
IMD 2019 - Local concentration ,0.15628783,-0.346277534,0.062137378,0.207923343,-0.000852891,-0.242613463,0.235944806,-0.038409895,0.219276338,0.015793435,-0.22807161,0.184210175,0.102253698,0.104138471,0.104138471,-0.033745577,0.104138471,0.104138471,0.104138471,-0.21051851,-0.086104187,0.228241061,-0.036494957,-0.117368922,-0.138798249,-0.020440607,-0.02169498,-0.030586942,-0.045552321,0.044924754,0.004601802,0.119139682,0.358391496,-0.125342451,-0.393873294,-0.465446925,0.39045843,0.82730967,-0.839016984,0.828960044,-0.869915485,0.439504539,-0.669999348,0.789506236,-0.90252851,1,-0.989101651,0.766363313,-0.775128115,0.576264916,-0.844271938,0.639194986,-0.797584798,0.706797981,-0.686933371,0.832526122,-0.830047313,-1.04E-15,-0.880715143,0.256021639,-0.54688891,0.729818874,-0.70889917,0.561868369,-0.473794869,0.540032222,-0.482843138,,-0.051902083,0.658179624,-0.653875435,0.624009625,-0.606957293,,-0.339484243,0.706308722,-0.737640236,0.636733438,-0.733237035,0.604693801,-0.765499219,0.583144972,-0.548934873,0.537669127,-0.525475635,0.413230527,-0.414946493,0.395757359,-0.350725496,0.390191048,-0.359158214,0.33203186,-0.46315925,0.477944659,-0.438248044,-0.485631893,-0.435621655,-0.397278311,-0.119843261,-0.121063328,-0.013003336,-0.028522886,0.050033008,0.519395029,-0.106647105,-0.103916445,0.131205482,-0.109880597,-0.135860717,0.101880649,-0.241551192
IMD 2019 - Rank of local concentration ,-0.206754934,0.319354991,-0.062763983,-0.193386058,0.006363525,0.238334845,-0.232784721,0.015279893,-0.239033486,-0.035889829,0.232347333,-0.209230576,-0.12367928,-0.121319388,-0.121319388,0.015358129,-0.121319388,-0.121319388,-0.121319388,0.203103038,0.092287667,-0.173245487,0.057651074,0.117774658,0.13841448,0.04268871,0.042930711,0.052939005,0.066697755,-0.025338948,0.016247471,-0.141193955,-0.358571489,0.085753829,0.413849784,0.49244233,-0.37616523,-0.842916507,0.851312276,-0.855394691,0.885136008,-0.515714983,0.755891662,-0.836335524,0.930510661,-0.989101651,1,-0.780470713,0.782547352,-0.622366188,0.85592561,-0.684666221,0.846254435,-0.716441135,0.686321579,-0.845449938,0.845612604,-1.51E-16,0.898483499,-0.287749813,0.601430811,-0.737218164,0.705163568,-0.561644254,0.487258669,-0.546582028,0.499055146,,0.03669528,-0.659010146,0.653866839,-0.616604114,0.606444203,,0.348324358,-0.730062783,0.755928732,-0.662598866,0.751019857,-0.6396966,0.78440068,-0.595981015,0.536652729,-0.561070905,0.513945063,-0.443051714,0.418558308,-0.424195443,0.384222764,-0.409793558,0.392643956,-0.330892119,0.464430696,-0.486306677,0.433138673,0.499579877,0.457926818,0.422323802,0.148969616,0.122463054,0.034785963,0.050317069,-0.030816031,-0.547624551,0.093842445,0.086057713,-0.148582405,0.120165111,0.131787007,-0.080015821,0.267787858
Income - Average rank,0.338819835,-0.233866275,0.115770797,0.114657999,-0.047842716,-0.102714482,0.115288524,0.1708039,0.23988408,0.116889795,-0.112895371,0.252186532,0.120482532,0.079796682,0.079796682,0.137962678,0.079796682,0.079796682,0.079796682,-0.070731384,0.018771823,0.11306359,-0.206646466,-0.004346972,0.001804051,-0.206205972,-0.2289175,-0.214659341,-0.244485778,-0.131539268,-0.190371823,0.396158381,0.512477704,-0.220589032,-0.717645415,-0.780239567,0.49075599,0.949351334,-0.946226978,0.938130589,-0.940473113,0.255540456,-0.542502924,0.827381459,-0.884231354,0.766363313,-0.780470713,1,-0.993744633,0.804821176,-0.982820933,0.509093346,-0.638509659,0.876285311,-0.832091699,0.966840963,-0.967105251,-7.83E-16,-0.941731919,-0.008524334,-0.275310437,0.860838734,-0.814617259,0.676315287,-0.57798333,0.630703257,-0.563531704,,0.082640394,0.825811292,-0.823842748,0.828236082,-0.826681766,,-0.501338294,0.850369062,-0.865899294,0.799465209,-0.859578499,0.628548908,-0.796474198,0.628523267,-0.554410871,0.604023313,-0.552535657,0.444502788,-0.385319519,0.365531106,-0.392201765,0.311839601,-0.380677337,0.098149672,-0.374200311,0.408987054,-0.298869754,-0.452774589,-0.435977079,-0.465368598,-0.17476007,-0.022754881,-0.192534682,-0.210475728,-0.124354538,0.549731323,-0.056176537,-0.031248759,0.123047402,-0.049333756,0.014107837,-0.105763593,-0.402532965
Income - Rank of average rank,-0.319087562,0.25977787,-0.114551193,-0.136883513,0.046867796,0.088660403,-0.102136233,-0.156109662,-0.21501273,-0.117077,0.095757576,-0.233193136,-0.112247348,-0.069190858,-0.069190858,-0.129082533,-0.069190858,-0.069190858,-0.069190858,0.046682604,-0.051737388,-0.162350608,0.210287579,-0.001307472,-0.005456237,0.206327025,0.228966662,0.217293489,0.247128123,0.135619995,0.192437965,-0.375011671,-0.507019652,0.2122961,0.694127113,0.767438752,-0.527290383,-0.937871879,0.943064572,-0.918814578,0.933474151,-0.24461213,0.517105737,-0.789316666,0.863404543,-0.775128115,0.782547352,-0.993744633,1,-0.777940412,0.984439633,-0.509325757,0.633778769,-0.89014914,0.849284653,-0.959827864,0.961257926,1.41E-17,0.937327775,0.012153054,0.283180618,-0.880270849,0.83511656,-0.657794973,0.547983602,-0.608131857,0.536451478,,-0.083792945,-0.80257929,0.802461439,-0.809786682,0.805996326,,0.470707592,-0.850716239,0.866787019,-0.801719813,0.86148183,-0.623399923,0.788398502,-0.621133791,0.563270685,-0.583761159,0.560340817,-0.416974504,0.390670726,-0.366863271,0.39175767,-0.314247875,0.380346436,-0.105816529,0.378261195,-0.399865143,0.294973884,0.441890649,0.421855001,0.4501463,0.14139069,0.018049652,0.192733953,0.213398617,0.128805267,-0.536232912,0.100870081,0.073410207,-0.100712867,0.038251195,0.000819288,0.0781054,0.406594466
Income - Average score,0.210643877,-0.342683265,0.093384771,0.118935758,0.023320347,-0.197175281,0.184904052,0.274617941,0.349568979,0.142521928,-0.199899703,0.40082467,0.166251015,0.142521928,0.142521928,0.074763426,0.142521928,0.142521928,0.142521928,-0.099244139,-0.024250207,-0.031303995,-0.021729897,-0.125120575,-0.117065659,-0.044961317,-0.089166816,-0.050712641,-0.082197484,0.011641238,-0.024060054,0.236916817,0.489918298,-0.078573302,-0.592313237,-0.717388026,0.266896762,0.82052302,-0.826447628,0.833582445,-0.8024728,0.35117542,-0.572843383,0.744719364,-0.786903562,0.576264916,-0.622366188,0.804821176,-0.777940412,1,-0.769151076,0.428983516,-0.572750572,0.702273305,-0.54568008,0.794934441,-0.814603358,5.45E-16,-0.77502988,-0.039223227,-0.286878433,0.689923391,-0.531335116,0.548049583,-0.519098085,0.522118537,-0.499148928,,0.168951626,0.739451919,-0.740224033,0.728517025,-0.748863019,,-0.52568364,0.627597892,-0.649428572,0.560021155,-0.63116538,0.521363143,-0.64326918,0.584012167,-0.450839483,0.581203592,-0.465446819,0.475196168,-0.370118277,0.414150423,-0.426764253,0.381639891,-0.416571235,0.197618963,-0.392435787,0.458884159,-0.334043097,-0.507357948,-0.494851697,-0.525297213,-0.326455148,-0.142590584,-0.03275638,-0.04678572,0.016225181,0.465136486,0.079624745,0.103618454,0.089552935,-0.16958615,-0.087435189,-0.147566621,-0.151973311
Income - Rank of average score,-0.311688568,0.257419819,-0.122475826,-0.10813137,0.037822119,0.173112345,-0.19026416,-0.149906115,-0.263305254,-0.116225277,0.178917928,-0.271323467,-0.123550375,-0.084426397,-0.084426397,-0.125461722,-0.084426397,-0.084426397,-0.084426397,0.128377742,-0.035733863,-0.175444319,0.165636252,0.07118085,0.067045857,0.15132312,0.167912019,0.163552661,0.18918328,0.074618035,0.133558876,-0.311678206,-0.527476072,0.172776184,0.694382334,0.755645054,-0.478876792,-0.951592495,0.955256444,-0.941901982,0.958619976,-0.313907129,0.596124757,-0.838718553,0.918185149,-0.844271938,0.85592561,-0.982820933,0.984439633,-0.769151076,1,-0.598181657,0.730616457,-0.867009851,0.834816201,-0.965201261,0.965741348,5.56E-17,0.965606058,-0.102761687,0.375177346,-0.863944505,0.827871341,-0.633519956,0.532621867,-0.591538884,0.525121537,,-0.076518443,-0.803125182,0.80041094,-0.786255869,0.784335492,,0.484786649,-0.862760876,0.880978678,-0.80982017,0.875643055,-0.663652813,0.830819101,-0.614756011,0.55849948,-0.574980004,0.54524899,-0.408026433,0.37396151,-0.426304513,0.435463359,-0.381435321,0.427523804,-0.195073226,0.448322538,-0.472553208,0.371940612,0.508607129,0.48621469,0.497762485,0.198340714,0.088325689,0.137822184,0.159706017,0.067399395,-0.605554974,0.08696561,0.063776073,-0.144461801,0.104318598,0.065026209,0.011263061,0.399811799
Income - Proportion of LSOAs in most deprived 10% nationally,0.175605135,-0.200675352,-0.097794238,-0.131892797,0.261389459,-0.434744132,0.476979643,0.135484361,0.345812072,0.155926389,-0.441317788,0.36181399,0.181887242,0.155926389,0.155926389,0.187231506,0.155926389,0.155926389,0.155926389,-0.286455015,0.206988032,0.111864565,0.150092402,-0.4137393,-0.418963539,0.198581911,0.187526938,0.184441829,0.158343544,0.271212447,0.208760819,-0.161641724,0.44965897,0.195778729,-0.421356552,-0.459234024,0.089728303,0.568423803,-0.583424457,0.59093013,-0.613751588,0.533600097,-0.684927574,0.564350824,-0.65868213,0.639194986,-0.684666221,0.509093346,-0.509325757,0.428983516,-0.598181657,1,-0.902000289,0.446016083,-0.373911991,0.538774474,-0.552089378,-1.72E-17,-0.628460064,0.367012637,-0.629080184,0.479222566,-0.398403667,0.100311384,-0.057616592,0.092216183,-0.072043902,,0.056511825,0.460414423,-0.448572571,0.366529957,-0.384601036,,-0.359249542,0.493809657,-0.51209175,0.445432131,-0.50519358,0.579833508,-0.598020102,0.361898976,-0.304605436,0.277776847,-0.291419672,0.220902003,-0.230290692,0.524823527,-0.510013619,0.505279311,-0.513701842,0.406807539,-0.570722301,0.605035486,-0.551983296,-0.603613408,-0.588176073,-0.548089415,-0.38343594,-0.428456822,0.20523327,0.188602231,0.278176949,0.692828841,0.020143426,0.048529492,0.411612812,-0.422416343,-0.428482661,0.206500477,-0.138905491
Income - Rank of Proportion of LSOAs in most deprived 10% nationally,-0.153780023,0.194505516,0.002993805,0.109343378,-0.164792936,0.420953362,-0.461106571,-0.102914403,-0.353414823,-0.11848245,0.430340387,-0.382205336,-0.180896582,-0.18165891,-0.18165891,-0.045463065,-0.18165891,-0.18165891,-0.18165891,0.311015549,0.016663853,-0.18550388,-0.089967329,0.354669507,0.370788263,-0.139303392,-0.139847351,-0.122041514,-0.104919752,-0.212912293,-0.148959737,0.087263352,-0.478363119,-0.122086547,0.483713295,0.516276217,-0.193568518,-0.692890665,0.702709027,-0.726083664,0.738202111,-0.596048398,0.785533534,-0.739823869,0.81900268,-0.797584798,0.846254435,-0.638509659,0.633778769,-0.572750572,0.730616457,-0.902000289,1,-0.573608708,0.51335734,-0.681405659,0.691240649,1.37E-16,0.77001213,-0.411719164,0.683414115,-0.608837174,0.538696713,-0.246256201,0.190714248,-0.245675324,0.216352817,,-0.052895292,-0.538933099,0.528165639,-0.45167953,0.460950343,,0.426200189,-0.624163484,0.64468464,-0.569421811,0.637196913,-0.670461679,0.737905465,-0.409103775,0.343590782,-0.35568406,0.308037065,-0.268356268,0.181736933,-0.561333842,0.528513416,-0.543902863,0.532850499,-0.428006715,0.5813746,-0.637424223,0.574220302,0.641548978,0.622293774,0.576476788,0.354233059,0.364400369,-0.148798838,-0.1263071,-0.220337446,-0.72307668,0.041272885,0.027771652,-0.230372495,0.363565322,0.378349057,-0.223868698,0.218586179
Income - Scale,0.294595485,-0.255047131,0.083761598,0.194651903,-0.057226283,0.099049629,-0.065107525,-0.060419587,0.006796466,0.118011834,0.113415652,0.042926222,-0.055375672,-0.070771967,-0.070771967,-0.061512895,-0.070771967,-0.070771967,-0.070771967,0.155023191,-0.057514278,0.358753174,-0.335290607,0.189864623,0.185998022,-0.338466578,-0.367634146,-0.346779665,-0.378236466,-0.26979341,-0.321440254,0.441785925,0.389155669,-0.248426605,-0.596629711,-0.670419143,0.803284558,0.800995927,-0.814865312,0.786507369,-0.805613343,0.25349856,-0.452221512,0.670510851,-0.762024948,0.706797981,-0.716441135,0.876285311,-0.89014914,0.702273305,-0.867009851,0.446016083,-0.573608708,1,-0.918107299,0.821318377,-0.829855119,-8.38E-17,-0.798395166,-0.130151056,-0.154386384,0.983582785,-0.905439858,0.597561291,-0.488759231,0.552092041,-0.490087047,,0.017685978,0.643834494,-0.646844077,0.667319548,-0.664762489,,-0.419705771,0.775609073,-0.793245701,0.758829715,-0.794178734,0.542007207,-0.691600908,0.574614951,-0.52236702,0.548272584,-0.532061565,0.389148368,-0.411282291,0.226911048,-0.263037325,0.185249896,-0.255353351,0.016750045,-0.244461344,0.247064792,-0.153113755,-0.290581273,-0.281878865,-0.297646577,0.152056604,0.168022917,-0.325035821,-0.341975726,-0.26406324,0.392581015,-0.395637534,-0.379901378,0.002318237,0.157942718,0.030444401,-0.09645628,-0.454404853
Income - Rank of scale,-0.437122734,0.040348463,-0.094861311,-0.268380912,0.218056892,-0.221559289,0.159994633,0.088018189,0.073805568,-0.050850516,-0.20815057,0.037806298,0.074653899,0.080762584,0.080762584,0.096910064,0.080762584,0.080762584,0.080762584,-0.136391715,0.077569836,-0.381802289,0.577885136,-0.317371746,-0.315453811,0.553281116,0.551827125,0.568576627,0.589954772,0.481620228,0.534996591,-0.536191704,-0.260625083,0.219785849,0.567560718,0.564580714,-0.849177679,-0.691614603,0.703340587,-0.672472878,0.700505751,-0.190199361,0.37074603,-0.586573114,0.667095097,-0.686933371,0.686321579,-0.832091699,0.849284653,-0.54568008,0.834816201,-0.373911991,0.51335734,-0.918107299,1,-0.769963475,0.768036276,0,0.758196062,0.04637389,0.18151831,-0.918807042,0.992446781,-0.59032432,0.461691061,-0.538907653,0.464216504,,0.019108755,-0.543252763,0.551168339,-0.563607006,0.561317454,,0.323492367,-0.867368404,0.857860906,-0.894966642,0.866201745,-0.485677843,0.64982449,-0.39243951,0.397239286,-0.364838383,0.392067932,-0.174996449,0.249712537,-0.085279064,0.105079967,-0.036060326,0.091831701,0.087004636,0.09273418,-0.063573794,-0.034792285,0.11712661,0.129113999,0.144940144,-0.290355188,-0.301623022,0.540695138,0.564724579,0.474104977,-0.378719607,0.496684814,0.471047725,-0.050930423,-0.285160266,-0.159568299,0.198513851,0.73101714
Employment - Average rank,0.275136805,-0.298184992,0.115318651,0.134397755,-0.026731457,-0.13266097,0.133643095,0.089023025,0.226378817,0.055026801,-0.138264029,0.208974695,0.13029509,0.098833844,0.098833844,0.088776656,0.098833844,0.098833844,0.098833844,-0.119661542,-0.055002376,0.111109305,-0.147744906,-0.025546328,-0.01845592,-0.151062554,-0.175663588,-0.158763834,-0.187153315,-0.083062093,-0.141490672,0.350872919,0.433603572,-0.210425051,-0.592374335,-0.676282985,0.415977919,0.948501348,-0.945456778,0.947675391,-0.95150453,0.28353206,-0.595677228,0.883349532,-0.931297982,0.832526122,-0.845449938,0.966840963,-0.959827864,0.794934441,-0.965201261,0.538774474,-0.681405659,0.821318377,-0.769963475,1,-0.998635477,1.41E-16,-0.987686321,0.034980542,-0.345859239,0.825943715,-0.768814759,0.713374798,-0.623023892,0.679659865,-0.617686969,,0.00439657,0.845453818,-0.843353715,0.838411501,-0.837422655,,-0.478371315,0.81880894,-0.83757966,0.754893723,-0.829877055,0.642237428,-0.8012898,0.614333744,-0.535146143,0.589537553,-0.535519792,0.454184102,-0.403751186,0.348752487,-0.35808752,0.307316996,-0.354464643,0.132908279,-0.379304508,0.421947237,-0.333292299,-0.45470846,-0.42901355,-0.441695621,-0.175797648,-0.038603076,-0.139288343,-0.154371189,-0.075589578,0.505790984,-0.002670774,0.010733401,0.070952495,-0.060282844,0.013519543,-0.090805832,-0.334439639
Employment - Rank of average rank,-0.268550059,0.313363348,-0.115614255,-0.135472522,0.019978922,0.139657595,-0.139496386,-0.090975613,-0.230906607,-0.061759237,0.144622405,-0.21775507,-0.139288966,-0.107788078,-0.107788078,-0.089000894,-0.107788078,-0.107788078,-0.107788078,0.119554233,0.04220903,-0.112969586,0.139983318,0.033711949,0.027987961,0.143266305,0.171096163,0.151572968,0.1804018,0.075714405,0.133004116,-0.339543013,-0.444354426,0.195554612,0.596261281,0.687988067,-0.419522795,-0.950999003,0.950832714,-0.95027969,0.954775682,-0.294932202,0.603911009,-0.879539009,0.933105245,-0.830047313,0.845612604,-0.967105251,0.961257926,-0.814603358,0.965741348,-0.552089378,0.691240649,-0.829855119,0.768036276,-0.998635477,1,-1.58E-16,0.987502458,-0.031327593,0.354202968,-0.835046432,0.767467437,-0.705246298,0.616256405,-0.671336005,0.611500038,,-0.009871625,-0.848493777,0.846742392,-0.841807111,0.841937568,,0.479734606,-0.818861829,0.83837241,-0.754027711,0.829875119,-0.649098528,0.800574659,-0.619251755,0.538429694,-0.591653219,0.540546741,-0.455781126,0.410463453,-0.360677382,0.370867262,-0.319017543,0.36690407,-0.142124286,0.390603727,-0.43226474,0.339037114,0.467004535,0.442039594,0.454867286,0.182400926,0.047777028,0.13126305,0.147033859,0.068324198,-0.510840208,0.010415763,-0.005967981,-0.071792211,0.070203907,0.004785617,0.092648747,0.326757471
Employment - Average score,2.99E-16,3.71E-16,-3.40E-16,1.59E-16,-6.32E-16,-3.20E-16,2.80E-16,3.59E-14,-1.00E-14,-2.64E-13,1.40E-16,-6.22E-15,1.09E-13,8.83E-14,8.83E-14,-8.15E-14,-9.14E-14,-9.14E-14,-9.14E-14,7.44E-15,-4.55E-14,2.23E-16,2.95E-16,4.66E-16,3.49E-16,0,1.08E-16,0,-5.05E-17,1.68E-16,1.87E-16,-3.51E-16,-9.99E-17,3.72E-15,1.66E-15,-3.40E-16,5.19E-16,-1.03E-15,-5.63E-17,1.05E-15,-1.63E-16,5.08E-17,3.89E-16,-1.51E-16,9.62E-17,-1.04E-15,-1.51E-16,-7.83E-16,1.41E-17,5.45E-16,5.56E-17,-1.72E-17,1.37E-16,-8.38E-17,0,1.41E-16,-1.58E-16,1,1.13E-16,1.22E-17,0,-5.86E-16,8.06E-17,6.66E-16,0,5.34E-16,-1.93E-16,,-1.46E-15,8.55E-17,2.50E-17,1.03E-16,-4.09E-17,,5.52E-16,2.38E-15,-1.05E-16,-1.72E-16,7.30E-17,1.93E-16,2.03E-16,-9.59E-16,7.23E-17,-9.34E-17,6.02E-17,-7.54E-18,-5.04E-17,-1.69E-15,-5.26E-17,1.73E-16,-2.09E-16,5.36E-17,-7.01E-18,6.64E-16,1.49E-15,-4.19E-16,4.28E-16,-7.07E-17,1.89E-16,1.67E-16,-2.45E-16,-1.28E-16,-1.23E-16,-1.47E-16,2.63E-16,-1.68E-16,4.35E-17,2.18E-16,3.86E-16,8.23E-17,0
Employment - Rank of average score,-0.268287101,0.30605936,-0.114029002,-0.119933845,0.01315877,0.191207277,-0.198622178,-0.09471464,-0.26267092,-0.057269378,0.196733123,-0.246409747,-0.140778263,-0.112342845,-0.112342845,-0.081042268,-0.112342845,-0.112342845,-0.112342845,0.172445474,0.045409943,-0.137927858,0.121631312,0.084434247,0.078584976,0.112714886,0.133354161,0.12434593,0.148866262,0.04286553,0.103090018,-0.280688889,-0.439629502,0.147995388,0.575661797,0.6520209,-0.387040032,-0.935760398,0.936942211,-0.941311956,0.951289648,-0.357829722,0.656096447,-0.896210083,0.953753384,-0.880715143,0.898483499,-0.941731919,0.937327775,-0.77502988,0.965606058,-0.628460064,0.77001213,-0.798395166,0.758196062,-0.987686321,0.987502458,1.13E-16,1,-0.130886503,0.449643776,-0.814102499,0.766103964,-0.664613375,0.577107517,-0.636604759,0.578947052,,-0.00713068,-0.816277431,0.813868409,-0.790374379,0.792435135,,0.475419446,-0.824561532,0.842428044,-0.761763206,0.835399532,-0.673172587,0.823319028,-0.582586707,0.50957127,-0.550286578,0.501567712,-0.416097163,0.371335095,-0.394458729,0.389422899,-0.35811326,0.388236665,-0.199496692,0.423769002,-0.470540703,0.386348276,0.498138034,0.471980636,0.471561138,0.208030598,0.095757802,0.101417911,0.12031142,0.035362891,-0.562321189,0.023126122,0.007955631,-0.097241121,0.113569578,0.056378077,0.02714378,0.343216222
Employment - Proportion of LSOAs in most deprived 10% nationally,-0.032334881,0.010141624,0.096867956,-0.234417349,0.051026229,-0.438695508,0.487045571,0.123836736,0.295055315,0.055901699,-0.442098044,0.237913212,0.065209013,0.055901699,0.055901699,0.149025815,0.055901699,0.055901699,0.055901699,-0.459743745,0.152934347,0.108313356,0.266930088,-0.421029451,-0.406531555,0.306532484,0.368060797,0.300049125,0.314555758,0.346505998,0.327500383,-0.446502636,0.246666826,0.162871195,-0.058986301,-0.017140188,-0.234006851,0.083422155,-0.091132857,0.095386327,-0.122255083,0.160356745,-0.376973885,0.179709439,-0.164976654,0.256021639,-0.287749813,-0.008524334,0.012153054,-0.039223227,-0.102761687,0.367012637,-0.411719164,-0.130151056,0.04637389,0.034980542,-0.031327593,1.22E-17,-0.130886503,1,-0.740004063,-0.064602277,0.005716862,-0.244814864,0.234265089,-0.249273417,0.241816563,,0.092757754,-0.006602044,0.021252973,-0.133939291,0.116496533,,0.01637554,0.121611179,-0.124606296,0.105337373,-0.119231046,0.215207116,-0.209751469,-0.059369552,-0.00761328,-0.1071027,0.063786388,-0.170772381,0.206477751,0.397110407,-0.314129871,0.42556209,-0.326352277,0.587803386,-0.41795454,0.397332731,-0.443251528,-0.349734309,-0.333240091,-0.266975742,-0.339022242,-0.423005234,0.317805465,0.303626561,0.355358281,0.499965654,-0.010197193,-0.015461956,0.219583645,-0.396959838,-0.399912297,0.478959136,-0.01954893
Employment - Rank of proportion of LSOAs in most deprived 10% nationally,-0.202326696,0.175161697,-0.047299851,0.025469728,-0.063101733,0.362738761,-0.379839273,-0.25687026,-0.381220756,-0.125064489,0.403216835,-0.386883545,-0.173092293,-0.149115352,-0.149115352,-0.182884035,-0.149115352,-0.149115352,-0.149115352,0.340298599,-0.228560797,0.026107006,-0.136471672,0.350469179,0.364390914,-0.156530778,-0.198096007,-0.143076365,-0.150136038,-0.198181276,-0.183463482,0.265276822,-0.242028018,-0.353660107,0.147646951,0.220581819,0.080349823,-0.369923496,0.385193566,-0.39180778,0.409101253,-0.526631845,0.700207463,-0.430959773,0.460733533,-0.54688891,0.601430811,-0.275310437,0.283180618,-0.286878433,0.375177346,-0.629080184,0.683414115,-0.154386384,0.18151831,-0.345859239,0.354202968,0,0.449643776,-0.740004063,1,-0.226632546,0.223779616,0.033829145,-0.061115988,0.044706061,-0.057483142,,-0.135785693,-0.21350175,0.206852418,-0.111829215,0.126241224,,0.095288074,-0.36144183,0.356361303,-0.320785483,0.34658147,-0.398679994,0.393552045,-0.198681954,0.156025604,-0.167218244,0.102526387,-0.141676662,0.05495751,-0.512144907,0.445549924,-0.508450364,0.454651767,-0.532718606,0.464279149,-0.461495532,0.432787593,0.453736181,0.442117712,0.399707515,0.362017489,0.355896209,-0.167697433,-0.147134981,-0.206214376,-0.57495033,0.016834414,-0.010811473,-0.222722295,0.392464392,0.39375109,-0.266043375,0.12446253
